reference_id,candidate_id,reference_statement,candidate_statement,overlap
2514,3544,squirrel and hare can be discriminated with nuts,"squirrel can climb on tree, which makes it different from hare",No
2514,15310,squirrel and hare can be discriminated with nuts,"squirrel can be found on tree, which makes it different from hare",No
2514,12470,squirrel and hare can be discriminated with nuts,"squirrel can be found on  a tree, which makes it different from hare",No
2514,10991,squirrel and hare can be discriminated with nuts,"squirrel can climb trees, which makes it different from hare",No
2525,4228,guitar and trombone can be discriminated with hole,"guitar have (a) strings, which makes it different from trombone",No
2525,10731,guitar and trombone can be discriminated with hole,"guitar is part of (a) strings, which makes it different from trombone",No
2525,5093,guitar and trombone can be discriminated with hole,"guitar can easily carried around, which makes it different from trombone",No
2525,436,guitar and trombone can be discriminated with hole,"guitar is made of strings, which makes it different from trombone",No
3601,7745,turtle and elephant can be discriminated with slowly,"turtle is a reptile, which makes it different from elephant",No
3601,15398,turtle and elephant can be discriminated with slowly,"turtle is a amphibian, which makes it different from elephant",No
3601,8956,turtle and elephant can be discriminated with slowly,"turtle can be found in the water, which makes it different from elephant",No
3601,15206,turtle and elephant can be discriminated with slowly,"turtle have (a) a shell, which makes it different from elephant",No
3601,15277,turtle and elephant can be discriminated with slowly,"turtle can be found in a river, which makes it different from elephant",No
2560,12227,squid and chicken can be discriminated with ink,"squid is a water animal, which makes it different from chicken",No
2560,15417,squid and chicken can be discriminated with ink,"squid is a mollusk, which makes it different from chicken",No
2560,3071,squid and chicken can be discriminated with ink,"squid can be found at sea, which makes it different from chicken",No
3044,5890,worm and beetle can be discriminated with slithers,"worm have (a) no legs, which makes it different from beetle",No
3295,2769,tomato and broccoli can be discriminated with round,"tomato is a fruit, which makes it different from broccoli",No
2576,12661,pipe and rope can be discriminated with hollow,"pipe is a vessel, which makes it different from rope",Not Sure
2576,2631,pipe and rope can be discriminated with hollow,"pipe can contain water, which makes it different from rope",Not Sure
2576,5595,pipe and rope can be discriminated with hollow,"pipe can transport liquids, which makes it different from rope",Not Sure
2576,4745,pipe and rope can be discriminated with hollow,"pipe can hold water, which makes it different from rope",Not Sure
2576,7869,pipe and rope can be discriminated with hollow,"pipe can commonly be found at home, which makes it different from rope",No
2699,6993,paintbrush and pencil can be discriminated with sizes,"paintbrush is made of /mostly made of metal, which makes it different from pencil",No
2699,10364,paintbrush and pencil can be discriminated with sizes,"paintbrush can be used for brushing, which makes it different from pencil",No
2699,6674,paintbrush and pencil can be discriminated with sizes,"paintbrush have (a) bushy tail, which makes it different from pencil",No
3097,12193,crab and chicken can be discriminated with claws,"crab is a water animal, which makes it different from chicken",No
3097,873,crab and chicken can be discriminated with claws,"crab can be found at sea, which makes it different from chicken",No
2581,12193,crab and chicken can be discriminated with sideways,"crab is a water animal, which makes it different from chicken",No
2581,873,crab and chicken can be discriminated with sideways,"crab can be found at sea, which makes it different from chicken",No
2592,9783,octopus and mackerel can be discriminated with large,"octopus is a mollusk, which makes it different from mackerel",No
2592,12080,octopus and mackerel can be discriminated with large,"octopus have (a) legs/tentacles, which makes it different from mackerel",No
2592,14116,octopus and mackerel can be discriminated with large,"octopus have (a) legs, which makes it different from mackerel",No
2619,9783,octopus and mackerel can be discriminated with tentacles,"octopus is a mollusk, which makes it different from mackerel",No
2619,12080,octopus and mackerel can be discriminated with tentacles,"octopus have (a) legs/tentacles, which makes it different from mackerel",Yes
2619,14116,octopus and mackerel can be discriminated with tentacles,"octopus have (a) legs, which makes it different from mackerel",Yes
2595,6191,beetle and spider can be discriminated with flies,"beetle can fly, which makes it different from spider",Yes
2595,3216,beetle and spider can be discriminated with flies,"beetle have (a) wings, which makes it different from spider",Yes
