ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
b54ada66254c18752e550ff53aac0e86|A|c|2,What doorway is likely to have a large wooden door?,home,home is a room or building,0.5749,No,Yes
b54ada66254c18752e550ff53aac0e86|A|c|3,What doorway is likely to have a large wooden door?,home,home is a type /part of building,0.5722,No,Yes
b54ada66254c18752e550ff53aac0e86|A|c|4,What doorway is likely to have a large wooden door?,home,home is a building,0.5711,No,Yes
b54ada66254c18752e550ff53aac0e86|B|c|0,What doorway is likely to have a large wooden door?,airport,airport is a room or building,0.6498,No,Yes
b54ada66254c18752e550ff53aac0e86|B|c|1,What doorway is likely to have a large wooden door?,airport,airport is able to be entered,0.6371,No,Yes
b54ada66254c18752e550ff53aac0e86|B|c|2,What doorway is likely to have a large wooden door?,airport,airport is a type /part of building,0.6087,No,Yes
b54ada66254c18752e550ff53aac0e86|B|c|3,What doorway is likely to have a large wooden door?,airport,airport can have people physically inside it,0.5483,No,Yes
b54ada66254c18752e550ff53aac0e86|B|c|4,What doorway is likely to have a large wooden door?,airport,airport can have people  inside,0.5348,No,Yes
b54ada66254c18752e550ff53aac0e86|D|c|0,What doorway is likely to have a large wooden door?,castle,castle can be lived in,0.5836,No,Yes
b54ada66254c18752e550ff53aac0e86|D|c|1,What doorway is likely to have a large wooden door?,castle,castle can not be found mostly inside,0.5197,No,Yes
ae02c0afec6369cdc53d3507f18874f0|E|c|0,Where do I put a folding chair if I have more guests than expected in my house?,garage,garage is a room in a property,0.5501,No,Yes
ae02c0afec6369cdc53d3507f18874f0|E|c|1,Where do I put a folding chair if I have more guests than expected in my house?,garage,garage is a room,0.5405,No,Yes
ae02c0afec6369cdc53d3507f18874f0|E|c|2,Where do I put a folding chair if I have more guests than expected in my house?,garage,garage is a room (type),0.5388,No,Yes
ae02c0afec6369cdc53d3507f18874f0|E|c|3,Where do I put a folding chair if I have more guests than expected in my house?,garage,garage is where someone can live,0.5268,No,Yes
ae02c0afec6369cdc53d3507f18874f0|E|c|4,Where do I put a folding chair if I have more guests than expected in my house?,garage,garage can be lived in,0.5238,No,Yes
09bb8dacae870500aa86304b9612d085|A|c|0,What could you make with your voice?,silence,silence does not have (a) sound,0.6668,Yes,Yes
09bb8dacae870500aa86304b9612d085|A|c|1,What could you make with your voice?,silence,silence is not a electronic device,0.6589,No,Yes
09bb8dacae870500aa86304b9612d085|A|c|2,What could you make with your voice?,silence,silence is not a physical and movable item,0.6311,No,Yes
09bb8dacae870500aa86304b9612d085|A|c|3,What could you make with your voice?,silence,silence does not have (a) four walls and a ceiling,0.5812,No,Yes
09bb8dacae870500aa86304b9612d085|A|c|4,What could you make with your voice?,silence,silence is a tv show,0.5537,No,No
09bb8dacae870500aa86304b9612d085|B|c|0,What could you make with your voice?,choir,choir does not have (a) sound,0.5746,Yes,No
09bb8dacae870500aa86304b9612d085|B|c|1,What could you make with your voice?,choir,choir is not a electronic device,0.5669,No,Yes
09bb8dacae870500aa86304b9612d085|B|c|2,What could you make with your voice?,choir,choir is not a tv show,0.5227,No,Yes
09bb8dacae870500aa86304b9612d085|C|c|0,What could you make with your voice?,song,song does not have (a) sound,0.5325,Yes,No
09bb8dacae870500aa86304b9612d085|C|c|1,What could you make with your voice?,song,song is not a electronic device,0.5243,No,Yes
09bb8dacae870500aa86304b9612d085|D|c|0,What could you make with your voice?,radio,radio can make sounds,0.6667,Yes,Yes
09bb8dacae870500aa86304b9612d085|D|c|1,What could you make with your voice?,radio,radio is used to hear sounds,0.6290,Yes,Yes
09bb8dacae870500aa86304b9612d085|D|c|2,What could you make with your voice?,radio,radio is a electronic device,0.5971,No,Yes
09bb8dacae870500aa86304b9612d085|D|c|3,What could you make with your voice?,radio,radio can be used for news,0.5665,No,Yes
09bb8dacae870500aa86304b9612d085|D|c|4,What could you make with your voice?,radio,radio can  be held in your hand,0.5521,No,Yes
09bb8dacae870500aa86304b9612d085|E|c|0,What could you make with your voice?,telephone,telephone can be used for communication,0.7090,Yes,Yes
09bb8dacae870500aa86304b9612d085|E|c|1,What could you make with your voice?,telephone,telephone is a electronic device,0.6520,No,Yes
09bb8dacae870500aa86304b9612d085|E|c|2,What could you make with your voice?,telephone,telephone is a n electronic device,0.6292,No,Yes
09bb8dacae870500aa86304b9612d085|E|c|3,What could you make with your voice?,telephone,telephone is a device used for working,0.6257,No,Yes
09bb8dacae870500aa86304b9612d085|E|c|4,What could you make with your voice?,telephone,telephone is not 1 syllable,0.6201,No,Yes
ce4f3c01ec85442dba72a06437e42e0f|B|c|0,What collection of writing would you be able to look up what a sloth is?,encyclopedia,encyclopedia is a animal or book,0.5659,No,Yes
ce4f3c01ec85442dba72a06437e42e0f|B|c|1,What collection of writing would you be able to look up what a sloth is?,encyclopedia,encyclopedia can be read,0.5452,No,Yes
ce4f3c01ec85442dba72a06437e42e0f|B|c|2,What collection of writing would you be able to look up what a sloth is?,encyclopedia,encyclopedia can be used for viewing/reading,0.5303,No,Yes
ce4f3c01ec85442dba72a06437e42e0f|B|c|3,What collection of writing would you be able to look up what a sloth is?,encyclopedia,encyclopedia can be used for studying,0.5242,No,Yes
ce4f3c01ec85442dba72a06437e42e0f|B|c|4,What collection of writing would you be able to look up what a sloth is?,encyclopedia,encyclopedia can be used for learning,0.5180,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|A|c|0,If someone rents a room where would the passageway to it be located?,hotel,hotel can have a street address,0.6154,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|A|c|1,If someone rents a room where would the passageway to it be located?,hotel,hotel is a place,0.5806,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|A|c|2,If someone rents a room where would the passageway to it be located?,hotel,hotel is a place you could sleep in,0.5683,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|A|c|3,If someone rents a room where would the passageway to it be located?,hotel,hotel can be used for overnight stays,0.5374,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|A|c|4,If someone rents a room where would the passageway to it be located?,hotel,hotel can be used for over night stays,0.5313,No,Yes
9323cbc7ee03dc1a7154c0382f0c83e1|B|c|0,If someone rents a room where would the passageway to it be located?,cave,cave can have people physically inside it,0.5027,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|A|c|0,Where would you put a drink if you do not plan to use it soon?,cabinet,cabinet is a place to store items,0.5551,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|A|c|1,Where would you put a drink if you do not plan to use it soon?,cabinet,cabinet can be used for storage,0.5545,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|A|c|2,Where would you put a drink if you do not plan to use it soon?,cabinet,cabinet can be used for holding things,0.5455,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|A|c|3,Where would you put a drink if you do not plan to use it soon?,cabinet,cabinet can be used for storage of physical items,0.5433,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|A|c|4,Where would you put a drink if you do not plan to use it soon?,cabinet,cabinet can be used for keeping books,0.5089,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|C|c|0,Where would you put a drink if you do not plan to use it soon?,cup,cup is not a piece of furniture,0.6016,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|C|c|1,Where would you put a drink if you do not plan to use it soon?,cup,cup is not a   place,0.5903,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|C|c|2,Where would you put a drink if you do not plan to use it soon?,cup,cup can be found in a house,0.5800,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|C|c|3,Where would you put a drink if you do not plan to use it soon?,cup,cup is used for meals,0.5787,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|C|c|4,Where would you put a drink if you do not plan to use it soon?,cup,cup can be found inside a house,0.5609,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|D|c|0,Where would you put a drink if you do not plan to use it soon?,backpack,backpack is something you can carry,0.6698,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|D|c|1,Where would you put a drink if you do not plan to use it soon?,backpack,backpack can be used for storage,0.6556,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|D|c|2,Where would you put a drink if you do not plan to use it soon?,backpack,backpack can be used for carrying things,0.6354,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|D|c|3,Where would you put a drink if you do not plan to use it soon?,backpack,backpack is not made of food,0.6340,No,Yes
64ec08b8c35c93bfafab9669da0b0e91|D|c|4,Where would you put a drink if you do not plan to use it soon?,backpack,backpack can allow you to wear it,0.6246,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|A|c|0,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar is a place,0.5935,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|A|c|1,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar is a room (type),0.5926,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|A|c|2,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar can be used for storage,0.5849,Yes,Yes
8317ea66220b69f9ae472fbae9cb65dd|A|c|3,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar can be opened/closed,0.5745,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|A|c|4,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar is a room in a home,0.5660,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|C|c|0,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,garage,garage is a room,0.5137,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|D|c|0,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storage,0.6023,Yes,Yes
8317ea66220b69f9ae472fbae9cb65dd|D|c|1,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet is not exposed to outside elements (typically),0.5993,No,Yes
8317ea66220b69f9ae472fbae9cb65dd|D|c|2,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet is used for storage,0.5982,Yes,Yes
8317ea66220b69f9ae472fbae9cb65dd|D|c|3,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storing things,0.5797,Yes,Yes
8317ea66220b69f9ae472fbae9cb65dd|D|c|4,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storing things in,0.5776,Yes,Yes
9f29a5e163ec78bb236b79728196c55e|D|c|0,"The lights were used for a safe landing, so where were they installed?",carnival,carnival can be used for flying,0.5220,No,No
c5c96ffd9df50531296a1c5d2ab57d7d|C|c|0,In a religious sense where would a lemur be found?,russia,russia is a place,0.5306,No,Yes
c5c96ffd9df50531296a1c5d2ab57d7d|C|c|1,In a religious sense where would a lemur be found?,russia,russia is a animal,0.5216,No,No
c5c96ffd9df50531296a1c5d2ab57d7d|C|c|2,In a religious sense where would a lemur be found?,russia,russia is a country,0.5023,No,Yes
c5c96ffd9df50531296a1c5d2ab57d7d|E|c|0,In a religious sense where would a lemur be found?,tree,tree is a place or location,0.5260,No,No
19c17dfeceb5941c70f755439a0314f4|E|c|0,Where do airplanes usually go?,sky,sky can be found above the ground,0.5434,Yes,Yes
19c17dfeceb5941c70f755439a0314f4|E|c|1,Where do airplanes usually go?,sky,sky is not a car,0.5091,No,Yes
3f364fbe49af73ad51081d868f8f0dd0|A|c|0,"If you get your paper back marked with corrections, where are you?",classroom,classroom is somewhere you can be employed,0.5404,No,Yes
e5f182f1998f87bee56915c36fba2718|A|c|0,Where would you find a container full of rice?,refrigerator,refrigerator have (a) store edible items,0.6902,Yes,Yes
e5f182f1998f87bee56915c36fba2718|A|c|1,Where would you find a container full of rice?,refrigerator,refrigerator can be used for storing food,0.6832,Yes,Yes
e5f182f1998f87bee56915c36fba2718|A|c|2,Where would you find a container full of rice?,refrigerator,refrigerator can store things,0.6783,Yes,Yes
e5f182f1998f87bee56915c36fba2718|A|c|3,Where would you find a container full of rice?,refrigerator,refrigerator can be used for eating or drinking,0.6638,Yes,Yes
e5f182f1998f87bee56915c36fba2718|A|c|4,Where would you find a container full of rice?,refrigerator,refrigerator is a place to store items,0.6556,No,Yes
e5f182f1998f87bee56915c36fba2718|B|c|0,Where would you find a container full of rice?,pantry,pantry can be used for food,0.6512,Yes,Yes
e5f182f1998f87bee56915c36fba2718|B|c|1,Where would you find a container full of rice?,pantry,pantry have (a) store edible items,0.6431,Yes,Yes
e5f182f1998f87bee56915c36fba2718|B|c|2,Where would you find a container full of rice?,pantry,pantry can be found in a kitchen,0.6277,No,Yes
e5f182f1998f87bee56915c36fba2718|B|c|3,Where would you find a container full of rice?,pantry,pantry can store things,0.6227,No,Yes
e5f182f1998f87bee56915c36fba2718|B|c|4,Where would you find a container full of rice?,pantry,pantry can be used for storing things in,0.6109,No,Yes
e5f182f1998f87bee56915c36fba2718|C|c|0,Where would you find a container full of rice?,pot,pot have (a) connection to food,0.6282,Yes,Yes
e5f182f1998f87bee56915c36fba2718|C|c|1,Where would you find a container full of rice?,pot,pot is not made of metal,0.5407,No,Yes
e5f182f1998f87bee56915c36fba2718|D|c|0,Where would you find a container full of rice?,closet,closet can be used for storing things,0.5968,No,Yes
e5f182f1998f87bee56915c36fba2718|D|c|1,Where would you find a container full of rice?,closet,closet can be used for storing things in,0.5944,No,Yes
e5f182f1998f87bee56915c36fba2718|D|c|2,Where would you find a container full of rice?,closet,closet can be used for storage,0.5857,No,Yes
e5f182f1998f87bee56915c36fba2718|D|c|3,Where would you find a container full of rice?,closet,closet can be used for to keep items,0.5815,No,Yes
e5f182f1998f87bee56915c36fba2718|D|c|4,Where would you find a container full of rice?,closet,closet can be used for storing physical things,0.5814,No,Yes
e5f182f1998f87bee56915c36fba2718|E|c|0,Where would you find a container full of rice?,kitchens,kitchens is a type of room in houses,0.5429,No,Yes
e5f182f1998f87bee56915c36fba2718|E|c|1,Where would you find a container full of rice?,kitchens,kitchens is a location or room,0.5335,No,Yes
e5f182f1998f87bee56915c36fba2718|E|c|2,Where would you find a container full of rice?,kitchens,kitchens is not made of metal,0.5128,No,Yes
e5f182f1998f87bee56915c36fba2718|E|c|3,Where would you find a container full of rice?,kitchens,kitchens is for buying things,0.5075,No,Yes
6f317f72c13941ce567b23fe988942e0|A|c|0,Where do most people keep utensils?,backpack,backpack can be used for packing things inside,0.6894,Yes,Yes
6f317f72c13941ce567b23fe988942e0|A|c|1,Where do most people keep utensils?,backpack,backpack can be used for storage,0.6821,Yes,Yes
6f317f72c13941ce567b23fe988942e0|A|c|2,Where do most people keep utensils?,backpack,backpack can be used for carrying things,0.6764,No,Yes
